fact_id_tarea,fact_id_empleado,fact_id_cliente,fact_id_servicio,fact_fecha_inicio,fact_fecha_fin,fact_fecha_entrega,fact_horas_dedicadas,fact_estado,fact_prioridad
8861,9,259,5,2024-01-15,2024-01-16,2024-01-19,7.67,retrasado,alta
8862,6,93,5,2024-10-18,2024-10-19,2024-10-19,5.08,completado,baja
8863,11,161,2,2024-08-04,2024-08-05,2024-08-05,2.84,completado,baja
8864,7,131,1,2024-08-27,2024-08-28,2024-08-28,3.41,completado,media
8865,8,327,2,2024-09-23,2024-09-23,2024-09-23,-1.56,completado,baja
8866,11,448,6,2024-12-23,2024-12-24,2024-12-29,4.7,retrasado,baja
8867,10,454,4,2025-09-20,2025-09-20,2025-09-20,1.02,completado,media
8868,9,376,5,2024-03-26,2024-03-26,2024-03-28,2.47,retrasado,alta
8869,10,52,3,2024-01-26,2024-01-28,2024-01-28,5.78,completado,baja
8870,9,452,3,2025-04-02,2025-04-03,2025-04-03,6.12,completado,media
8871,8,54,3,2024-04-16,2024-04-17,2024-04-17,4.35,completado,media
8872,6,418,5,2024-03-20,2024-03-21,2024-03-21,3.63,completado,alta
8873,3,302,2,2025-08-28,2025-08-28,2025-09-02,3.2,retrasado,media
8874,1,324,5,2025-10-05,2025-10-05,2025-10-09,3.41,retrasado,alta
8875,8,8,3,2025-02-17,2025-02-19,2025-02-19,6.3,completado,baja
8876,10,400,5,2024-11-13,2024-11-13,2024-11-13,2.07,completado,media
8877,11,53,3,2025-08-13,2025-08-14,2025-08-14,2.84,"en progreso",baja
8878,8,240,4,2025-04-12,2025-04-13,2025-04-13,5.14,completado,media
8879,5,124,4,2025-02-21,2025-02-22,2025-02-22,4.43,completado,alta
8880,4,176,4,2025-12-01,2025-12-02,2025-12-02,2.9,completado,media
8881,2,122,4,2025-10-30,2025-10-31,2025-10-31,6.9,completado,baja
8882,6,208,5,2025-08-24,2025-08-25,2025-08-25,5.74,completado,media
8883,2,37,4,2025-03-16,2025-03-17,2025-03-17,5.21,completado,media
8884,6,281,2,2025-02-20,2025-02-22,2025-02-22,7.28,completado,alta
8885,3,379,2,2024-11-28,2024-11-28,2024-11-28,3.76,retrasado,baja
8886,9,85,6,2025-06-19,2025-06-20,2025-06-20,2.74,"en progreso",media
8887,2,293,6,2024-10-03,2024-10-04,2024-10-04,1.89,retrasado,alta
8888,2,67,1,2025-10-24,2025-10-25,2025-10-25,4.21,completado,media
8889,9,133,6,2024-04-05,2024-04-07,2024-04-07,7.35,completado,alta
8890,10,224,1,2024-10-07,2024-10-08,2024-10-08,5.47,completado,alta
8891,2,29,2,2024-06-25,2024-06-25,2024-06-25,0.45,completado,media
8892,1,439,4,2025-06-05,2025-06-05,2025-06-05,0.34,completado,baja
8893,8,300,2,2025-06-13,2025-06-14,2025-06-14,7.2,completado,media
8894,4,138,6,2025-02-23,2025-02-25,2025-02-25,5.56,completado,media
8895,11,141,2,2024-11-13,2024-11-14,2024-11-14,7.24,completado,baja
8896,2,198,5,2025-10-06,2025-10-07,2025-10-07,5.36,completado,media
8897,10,208,4,2025-10-02,2025-10-03,2025-10-03,3.39,retrasado,alta
8898,8,90,5,2024-06-01,2024-06-02,2024-06-03,4.03,retrasado,alta
8899,11,478,5,2025-03-24,2025-03-25,2025-03-25,4.66,completado,alta
8900,5,124,2,2024-10-10,2024-10-11,2024-10-11,4.47,completado,media
8901,9,448,1,2024-06-25,2024-06-26,2024-06-26,4.23,completado,alta
8902,6,103,5,2025-02-02,2025-02-04,2025-02-04,6.19,completado,baja
8903,5,286,3,2024-01-02,2024-01-03,2024-01-03,3.29,completado,media
8904,7,265,2,2025-12-09,2025-12-10,2025-12-13,2.35,retrasado,alta
8905,2,460,3,2025-12-02,2025-12-02,2025-12-02,2.54,completado,media
8906,5,307,1,2024-10-20,2024-10-21,2024-10-21,3.66,completado,media
8907,11,121,4,2025-09-12,2025-09-13,2025-09-13,5.08,"en progreso",media
8908,3,11,5,2024-09-12,2024-09-14,2024-09-14,6.61,completado,baja
8909,1,350,1,2025-11-29,2025-11-29,2025-11-29,2.78,completado,alta
8910,11,5,4,2025-05-08,2025-05-08,2025-05-08,1.73,completado,alta
8911,6,138,4,2025-10-08,2025-10-09,2025-10-09,7.12,completado,alta
8912,3,76,2,2024-06-23,2024-06-23,2024-06-27,3.55,retrasado,media
8913,4,320,1,2024-11-23,2024-11-24,2024-11-24,5.01,completado,baja
8914,4,368,2,2024-06-19,2024-06-20,2024-06-20,6.72,completado,media
8915,5,133,2,2024-03-14,2024-03-15,2024-03-15,4.65,completado,baja
8916,9,265,2,2025-06-21,2025-06-22,2025-06-22,3.84,completado,media
8917,10,388,5,2025-10-25,2025-10-25,2025-10-25,3.95,completado,alta
8918,11,85,2,2024-07-15,2024-07-16,2024-07-20,4.17,retrasado,media
8919,2,387,4,2025-09-08,2025-09-08,2025-09-08,2.27,completado,baja
8920,2,24,5,2025-06-05,2025-06-06,2025-06-06,6.24,completado,baja
8921,4,123,6,2025-04-01,2025-04-01,2025-04-01,4.14,completado,alta
8922,2,349,2,2024-09-23,2024-09-24,2024-09-24,2.43,completado,media
8923,3,132,4,2024-06-07,2024-06-08,2024-06-08,3.75,completado,media
8924,11,265,5,2025-10-14,2025-10-14,2025-10-14,0.32,completado,media
8925,3,396,3,2024-06-28,2024-06-28,2024-06-28,3.18,completado,baja
8926,8,17,2,2024-09-16,2024-09-16,2024-09-16,1.78,completado,alta
8927,4,27,5,2025-03-24,2025-03-25,2025-03-25,7.13,completado,baja
8928,1,376,1,2025-02-13,2025-02-14,2025-02-14,2.6,completado,baja
8929,8,328,4,2024-09-06,2024-09-08,2024-09-08,9.43,completado,media
8930,9,390,3,2024-12-30,2024-12-31,2024-12-31,4.6,completado,media
8931,6,48,6,2025-04-24,2025-04-25,2025-04-25,4.51,completado,baja
8932,9,171,2,2024-08-04,2024-08-06,2024-08-06,10.04,completado,baja
8933,10,127,5,2024-10-25,2024-10-27,2024-10-27,6.71,completado,media
8934,5,224,5,2025-11-26,2025-11-28,2025-11-28,7.44,completado,baja
8935,8,314,2,2025-06-21,2025-06-22,2025-06-27,4.05,retrasado,media
8936,7,311,6,2024-06-07,2024-06-08,2024-06-08,6.08,completado,alta
8937,6,409,5,2024-06-11,2024-06-12,2024-06-12,5.11,"en progreso",media
8938,2,168,4,2025-04-05,2025-04-05,2025-04-05,1.82,completado,baja
8939,8,28,1,2025-12-10,2025-12-11,2025-12-11,4.06,completado,baja
8940,6,58,4,2025-10-15,2025-10-17,2025-10-17,6.92,completado,media
8941,8,236,3,2024-09-10,2024-09-13,2024-09-13,10.72,completado,media
8942,5,233,6,2024-10-31,2024-11-01,2024-11-01,1.62,completado,alta
8943,7,252,1,2025-05-14,2025-05-16,2025-05-16,8.49,completado,baja
8944,5,10,2,2025-08-12,2025-08-13,2025-08-13,5.19,completado,alta
8945,1,347,6,2024-01-10,2024-01-12,2024-01-12,8.05,completado,media
8946,8,62,5,2024-05-03,2024-05-03,2024-05-03,-0.13,completado,alta
8947,10,10,2,2025-10-02,2025-10-03,2025-10-03,4.87,"en progreso",alta
8948,4,439,1,2025-01-13,2025-01-14,2025-01-14,4.75,completado,baja
8949,4,226,6,2024-04-21,2024-04-21,2024-04-21,0.82,"en progreso",alta
8950,9,15,3,2025-06-11,2025-06-11,2025-06-11,1.26,completado,alta
8951,6,278,4,2025-08-01,2025-08-01,2025-08-01,2.9,completado,baja
8952,3,71,6,2025-10-19,2025-10-20,2025-10-20,3.95,completado,alta
8953,10,20,5,2024-05-26,2024-05-27,2024-05-27,6.02,completado,alta
8954,9,340,5,2025-02-09,2025-02-10,2025-02-10,2.16,"en progreso",alta
8955,3,20,4,2024-02-01,2024-02-02,2024-02-02,6.66,completado,media
8956,4,288,4,2024-02-11,2024-02-11,2024-02-11,1.92,completado,media
8957,10,297,1,2024-09-20,2024-09-20,2024-09-20,0.54,completado,baja
8958,7,240,6,2025-12-16,2025-12-16,2025-12-16,0.63,completado,media
8959,10,140,3,2024-03-06,2024-03-07,2024-03-09,3.27,retrasado,baja
8960,5,55,3,2025-11-15,2025-11-16,2025-11-16,3.3,"en progreso",media
8961,4,172,4,2024-01-16,2024-01-18,2024-01-18,7.36,completado,alta
8962,6,254,2,2025-05-30,2025-05-31,2025-05-31,7.11,completado,baja
8963,11,68,2,2025-05-01,2025-05-02,2025-05-02,5.7,completado,media
8964,3,354,3,2024-04-27,2024-04-27,2024-04-27,0.63,completado,media
8965,11,399,6,2024-05-30,2024-06-01,2024-06-01,7.89,"en progreso",alta
8966,5,137,2,2024-03-10,2024-03-11,2024-03-11,3.19,completado,baja
8967,7,278,2,2025-04-18,2025-04-19,2025-04-19,3.64,completado,alta
8968,8,225,2,2025-03-27,2025-03-27,2025-03-27,2.24,completado,media
8969,4,14,3,2025-12-20,2025-12-21,2025-12-21,3.93,completado,alta
8970,8,170,6,2024-10-20,2024-10-22,2024-10-22,6.88,completado,alta
8971,4,196,5,2024-09-22,2024-09-22,2024-09-22,2.81,completado,alta
8972,8,305,5,2024-04-06,2024-04-08,2024-04-08,10.14,completado,media
8973,10,404,2,2024-05-08,2024-05-10,2024-05-10,5.87,completado,media
8974,7,385,2,2024-01-20,2024-01-21,2024-01-21,6.95,completado,alta
8975,2,466,1,2024-01-14,2024-01-14,2024-01-17,1.17,retrasado,alta
8976,9,122,1,2024-06-09,2024-06-10,2024-06-10,2.21,completado,media
8977,2,328,3,2025-08-23,2025-08-23,2025-08-23,2.12,completado,baja
8978,3,467,2,2024-11-21,2024-11-22,2024-11-26,4.14,retrasado,alta
8979,10,102,2,2025-11-21,2025-11-22,2025-11-22,3.5,"en progreso",media
8980,6,333,3,2024-09-28,2024-09-29,2024-09-29,5.76,completado,alta
8981,8,146,3,2024-06-13,2024-06-14,2024-06-14,6.68,completado,alta
8982,5,308,2,2024-10-16,2024-10-16,2024-10-16,2.75,completado,baja
8983,1,234,3,2025-02-21,2025-02-23,2025-02-23,7.38,completado,media
8984,5,292,5,2024-05-08,2024-05-09,2024-05-09,4.56,completado,baja
8985,7,112,4,2025-09-15,2025-09-16,2025-09-16,4.02,completado,baja
8986,2,232,4,2025-07-28,2025-07-28,2025-08-02,0.1,retrasado,baja
8987,9,279,4,2025-05-20,2025-05-21,2025-05-21,5.45,completado,baja
8988,3,257,1,2024-03-25,2024-03-25,2024-03-25,0.45,completado,baja
8989,9,162,6,2024-04-24,2024-04-25,2024-04-25,6.49,completado,baja
8990,7,18,2,2024-06-24,2024-06-25,2024-06-25,6.78,"en progreso",alta
8991,4,53,5,2024-07-15,2024-07-16,2024-07-16,3.31,completado,alta
8992,5,443,3,2024-08-23,2024-08-25,2024-08-25,6.25,completado,alta
8993,5,95,5,2024-01-29,2024-01-30,2024-01-30,3.25,completado,baja
8994,3,182,6,2024-02-29,2024-02-29,2024-03-01,1.91,retrasado,baja
8995,9,289,1,2024-06-09,2024-06-11,2024-06-11,5.97,completado,baja
8996,10,150,4,2025-02-10,2025-02-12,2025-02-12,4.29,completado,alta
8997,4,239,5,2024-01-27,2024-01-29,2024-01-29,8.91,"en progreso",media
8998,5,87,5,2024-02-21,2024-02-21,2024-02-21,2.03,completado,media
8999,4,180,1,2025-05-13,2025-05-14,2025-05-14,4.68,completado,alta
9000,11,58,3,2024-04-14,2024-04-16,2024-04-16,7.79,completado,media
9001,2,289,5,2025-07-23,2025-07-23,2025-07-23,3.04,completado,baja
9002,1,320,2,2025-06-04,2025-06-04,2025-06-04,2.55,completado,alta
9003,6,384,4,2024-09-12,2024-09-13,2024-09-13,2.32,completado,baja
9004,5,465,5,2024-02-10,2024-02-11,2024-02-11,3.9,completado,alta
9005,6,149,6,2025-10-11,2025-10-13,2025-10-13,7.76,completado,alta
9006,2,130,1,2024-02-18,2024-02-20,2024-02-20,8.66,completado,baja
9007,10,281,4,2025-09-24,2025-09-24,2025-09-24,1.38,completado,media
9008,11,242,6,2025-12-24,2025-12-24,2025-12-24,0.1,completado,baja
9009,4,173,5,2024-04-30,2024-05-01,2024-05-01,3.02,completado,media
9010,5,87,3,2024-10-19,2024-10-20,2024-10-20,2.38,completado,media
9011,4,321,1,2025-11-28,2025-11-30,2025-12-04,8.58,retrasado,alta
9012,5,68,3,2025-03-14,2025-03-15,2025-03-15,5.2,completado,baja
9013,7,122,5,2025-03-28,2025-03-29,2025-03-29,2.62,completado,alta
9014,6,6,4,2024-03-23,2024-03-25,2024-03-25,6.62,completado,media
9015,7,219,2,2025-05-09,2025-05-11,2025-05-11,7.48,completado,baja
9016,10,312,6,2024-02-09,2024-02-09,2024-02-09,1.06,completado,alta
9017,10,70,2,2024-04-24,2024-04-25,2024-04-25,4.92,completado,alta
9018,7,8,2,2024-03-11,2024-03-12,2024-03-12,3.56,completado,media
9019,11,129,1,2024-07-05,2024-07-05,2024-07-05,3.63,completado,media
9020,11,171,1,2024-11-28,2024-11-29,2024-11-29,4.98,completado,alta
9021,11,154,1,2024-10-04,2024-10-04,2024-10-04,0.74,completado,alta
9022,7,115,3,2024-02-04,2024-02-05,2024-02-05,4.73,completado,alta
9023,2,120,3,2024-03-24,2024-03-24,2024-03-24,-0.1,completado,alta
9024,4,325,4,2025-03-01,2025-03-03,2025-03-03,6.8,completado,media
9025,7,276,3,2024-02-04,2024-02-04,2024-02-04,0.3,completado,baja
9026,2,173,6,2025-05-13,2025-05-13,2025-05-13,3.06,completado,baja
9027,7,225,2,2024-03-08,2024-03-09,2024-03-09,4.31,completado,alta
9028,6,345,3,2025-02-10,2025-02-11,2025-02-11,3.78,"en progreso",media
9029,10,229,6,2025-02-10,2025-02-11,2025-02-12,4.11,retrasado,media
9030,9,26,5,2025-12-29,2025-12-29,2025-12-29,4.27,completado,media
9031,6,172,5,2024-07-18,2024-07-19,2024-07-19,4.97,completado,alta
9032,2,478,5,2025-03-12,2025-03-13,2025-03-13,5.55,completado,alta
9033,2,208,3,2024-04-17,2024-04-18,2024-04-18,5.42,completado,media
9034,8,330,3,2024-07-17,2024-07-18,2024-07-18,3.08,completado,media
9035,9,328,4,2024-11-26,2024-11-27,2024-11-27,3.14,completado,media
9036,11,459,4,2025-04-18,2025-04-19,2025-04-19,2.97,retrasado,alta
9037,9,174,5,2025-11-16,2025-11-17,2025-11-17,4.96,"en progreso",media
9038,4,146,6,2024-06-19,2024-06-20,2024-06-20,4.68,completado,media
9039,6,43,1,2025-03-12,2025-03-13,2025-03-13,3.26,completado,media
9040,11,27,1,2024-12-18,2024-12-21,2024-12-21,7.85,completado,baja
9041,10,200,4,2025-08-01,2025-08-02,2025-08-02,1.34,completado,media
9042,10,65,4,2024-06-02,2024-06-03,2024-06-07,4.47,retrasado,media
9043,2,204,2,2025-03-08,2025-03-09,2025-03-09,3.34,completado,alta
9044,1,475,4,2025-02-13,2025-02-13,2025-02-13,2.53,completado,alta
9045,4,159,5,2024-06-13,2024-06-13,2024-06-13,2.08,"en progreso",media
9046,4,356,5,2025-06-11,2025-06-11,2025-06-11,1.07,completado,baja
9047,5,335,1,2025-08-18,2025-08-19,2025-08-19,2.63,"en progreso",media
9048,9,436,3,2024-11-28,2024-11-28,2024-11-28,0.96,completado,alta
9049,3,411,6,2024-01-09,2024-01-09,2024-01-09,1.72,completado,media
9050,4,223,3,2024-09-21,2024-09-21,2024-09-21,2.43,completado,alta
9051,1,394,1,2025-08-04,2025-08-04,2025-08-05,1.91,retrasado,baja
9052,4,21,1,2024-06-20,2024-06-22,2024-06-22,5.64,completado,media
9053,8,435,1,2025-07-28,2025-07-31,2025-08-05,10.36,retrasado,media
9054,10,158,6,2025-12-22,2025-12-23,2025-12-23,2.99,completado,media
9055,8,74,4,2025-02-27,2025-02-27,2025-02-27,1.85,completado,alta
9056,3,312,3,2024-12-28,2024-12-29,2024-12-29,3.74,retrasado,baja
9057,2,417,5,2025-01-05,2025-01-05,2025-01-05,2.55,completado,baja
9058,10,234,3,2024-06-09,2024-06-10,2024-06-10,7.42,completado,alta
9059,7,238,4,2024-04-29,2024-04-30,2024-04-30,5.78,completado,baja
9060,4,311,2,2025-06-27,2025-06-27,2025-07-02,2.1,retrasado,media
9061,1,452,6,2024-04-28,2024-04-28,2024-04-28,0.03,completado,media
9062,9,203,1,2024-08-14,2024-08-17,2024-08-17,8.66,completado,media
9063,8,295,1,2024-11-27,2024-11-28,2024-12-02,4.66,retrasado,baja
9064,4,476,2,2024-08-15,2024-08-16,2024-08-18,2.9,retrasado,media
9065,7,307,4,2024-06-26,2024-06-26,2024-06-29,2.81,retrasado,baja
9066,11,327,1,2024-08-14,2024-08-15,2024-08-15,5.43,completado,media
9067,5,55,4,2025-07-28,2025-07-29,2025-07-29,5.24,completado,alta
9068,11,197,5,2025-08-14,2025-08-15,2025-08-15,4.12,completado,alta
9069,11,368,4,2024-07-16,2024-07-17,2024-07-17,2.92,completado,media
9070,1,271,4,2024-06-12,2024-06-13,2024-06-13,6.44,completado,alta
9071,4,320,4,2025-01-03,2025-01-03,2025-01-03,3.39,completado,alta
9072,2,342,1,2024-05-24,2024-05-25,2024-05-29,5.82,retrasado,media
9073,10,474,6,2025-08-26,2025-08-26,2025-08-26,1.27,completado,baja
9074,10,454,3,2025-01-09,2025-01-10,2025-01-10,5.47,"en progreso",baja
9075,7,397,5,2025-01-08,2025-01-08,2025-01-08,0.55,completado,baja
9076,5,173,5,2024-09-19,2024-09-19,2024-09-19,1.7,completado,media
9077,2,161,2,2024-01-05,2024-01-06,2024-01-11,3.52,retrasado,alta
9078,8,280,6,2024-01-02,2024-01-03,2024-01-03,4.07,completado,baja
9079,11,429,6,2025-03-15,2025-03-16,2025-03-18,9.01,retrasado,baja
9080,1,73,1,2024-02-04,2024-02-05,2024-02-05,5.01,completado,alta
9081,3,242,3,2024-03-23,2024-03-23,2024-03-23,1.88,retrasado,alta
9082,5,221,3,2024-06-28,2024-06-30,2024-06-30,6.32,completado,alta
9083,9,222,6,2025-01-27,2025-01-27,2025-01-27,-0.45,completado,baja
9084,11,317,1,2024-11-25,2024-11-25,2024-11-25,1.76,completado,baja
9085,1,236,1,2024-12-21,2024-12-21,2024-12-21,2.83,completado,media
9086,3,110,5,2025-09-26,2025-09-26,2025-09-26,3.68,"en progreso",alta
9087,8,428,1,2024-01-10,2024-01-11,2024-01-11,4.44,completado,alta
9088,8,265,6,2024-05-25,2024-05-25,2024-05-25,1.68,completado,alta
9089,4,399,6,2025-07-29,2025-07-30,2025-07-30,3.92,completado,baja
9090,11,237,3,2024-05-22,2024-05-22,2024-05-25,1.26,retrasado,baja
9091,9,21,3,2024-07-19,2024-07-20,2024-07-20,3.9,completado,media
9092,4,67,4,2024-06-23,2024-06-24,2024-06-24,3.79,completado,alta
9093,5,81,4,2024-08-09,2024-08-09,2024-08-09,3.49,completado,alta
9094,3,420,4,2024-05-10,2024-05-11,2024-05-11,4.94,completado,baja
9095,4,156,5,2025-04-11,2025-04-12,2025-04-12,4.35,"en progreso",baja
9096,2,439,1,2024-09-23,2024-09-24,2024-09-24,3.53,completado,media
9097,6,218,4,2024-01-31,2024-02-01,2024-02-01,4.46,"en progreso",alta
9098,5,168,6,2024-03-28,2024-03-28,2024-03-28,0.91,completado,baja
9099,8,109,5,2024-04-17,2024-04-18,2024-04-18,4.76,completado,alta
9100,5,477,1,2024-10-03,2024-10-04,2024-10-04,3,"en progreso",media
9101,10,391,1,2025-07-06,2025-07-07,2025-07-11,4.72,retrasado,media
9102,10,22,6,2025-02-22,2025-02-23,2025-02-23,2.41,completado,alta
9103,7,271,4,2025-05-30,2025-06-01,2025-06-01,6.41,completado,media
9104,11,168,5,2024-11-06,2024-11-07,2024-11-07,2.93,"en progreso",baja
9105,8,435,4,2025-02-03,2025-02-04,2025-02-04,5.79,completado,media
9106,7,188,6,2024-10-27,2024-10-27,2024-10-27,1.51,completado,alta
9107,8,90,4,2024-12-15,2024-12-16,2024-12-20,4.5,retrasado,baja
9108,3,412,3,2025-12-25,2025-12-26,2025-12-26,3.24,completado,media
9109,3,313,3,2024-07-10,2024-07-10,2024-07-10,3.39,completado,baja
9110,1,218,4,2025-09-19,2025-09-20,2025-09-20,5.28,completado,baja
9111,2,98,5,2024-10-08,2024-10-09,2024-10-09,5.75,completado,baja
9112,3,353,3,2024-01-23,2024-01-23,2024-01-23,2.72,completado,alta
9113,8,163,4,2025-04-05,2025-04-06,2025-04-06,5.96,completado,baja
9114,5,130,1,2025-08-26,2025-08-26,2025-08-26,1.56,"en progreso",alta
9115,3,110,4,2024-08-22,2024-08-24,2024-08-24,9.39,completado,media
9116,4,328,3,2024-08-11,2024-08-12,2024-08-12,4.59,completado,alta
9117,8,153,4,2025-10-27,2025-10-28,2025-10-28,3.54,completado,alta
9118,9,223,3,2024-12-30,2024-12-30,2024-12-30,1.81,completado,media
9119,11,183,3,2025-02-01,2025-02-01,2025-02-01,1.3,completado,media
9120,9,347,6,2025-08-06,2025-08-07,2025-08-07,7.18,completado,alta
9121,8,126,6,2025-06-06,2025-06-07,2025-06-07,6.7,completado,media
9122,11,343,6,2024-11-15,2024-11-16,2024-11-16,3.52,completado,alta
9123,4,269,6,2025-02-22,2025-02-22,2025-02-22,0.56,completado,baja
9124,8,320,1,2024-11-16,2024-11-16,2024-11-19,-0.13,retrasado,baja
9125,6,477,6,2024-12-27,2024-12-28,2024-12-28,6.17,completado,baja
9126,10,253,3,2025-10-02,2025-10-02,2025-10-02,2.49,completado,alta
9127,2,447,4,2024-03-29,2024-03-31,2024-03-31,6.13,completado,baja
9128,9,250,1,2025-03-24,2025-03-24,2025-03-24,2.1,completado,baja
9129,3,422,1,2025-02-28,2025-03-02,2025-03-02,6.79,completado,media
9130,3,389,4,2025-10-25,2025-10-27,2025-10-27,7.6,completado,baja
9131,6,200,1,2025-10-16,2025-10-16,2025-10-16,1.58,completado,baja
9132,8,207,5,2025-03-03,2025-03-05,2025-03-05,6.24,completado,media
9133,3,127,3,2025-02-19,2025-02-19,2025-02-19,1.84,completado,alta
9134,10,398,1,2024-10-31,2024-11-01,2024-11-01,4.14,completado,alta
9135,3,376,1,2025-11-13,2025-11-14,2025-11-14,5.58,"en progreso",alta
9136,8,54,1,2024-09-09,2024-09-10,2024-09-13,1.27,retrasado,alta
9137,2,426,2,2024-07-04,2024-07-05,2024-07-05,2.96,"en progreso",baja
9138,9,441,3,2025-09-19,2025-09-19,2025-09-19,2.1,completado,media
9139,5,210,6,2024-07-28,2024-07-29,2024-07-29,5.47,completado,media
9140,1,71,1,2025-10-23,2025-10-24,2025-10-24,3.27,completado,baja
9141,2,395,1,2025-06-21,2025-06-21,2025-06-21,3.38,completado,baja
9142,10,334,1,2025-07-04,2025-07-05,2025-07-05,2.87,completado,media
9143,6,11,6,2024-11-04,2024-11-05,2024-11-05,6.93,completado,alta
9144,9,98,1,2024-04-19,2024-04-19,2024-04-19,1.49,"en progreso",baja
9145,8,184,3,2024-01-04,2024-01-04,2024-01-04,1.25,completado,baja
9146,4,132,1,2025-01-01,2025-01-03,2025-01-03,7.23,completado,media
9147,1,143,6,2025-04-05,2025-04-05,2025-04-05,2.65,completado,media
9148,2,385,4,2025-10-27,2025-10-29,2025-10-29,7.45,completado,alta
9149,10,67,6,2024-10-03,2024-10-03,2024-10-03,2.56,"en progreso",baja
9150,6,46,3,2024-08-27,2024-08-28,2024-08-28,5.24,completado,alta
9151,8,333,1,2024-05-16,2024-05-18,2024-05-18,10.41,completado,alta
9152,6,436,3,2025-11-13,2025-11-13,2025-11-13,1.19,completado,media
9153,1,275,3,2024-06-30,2024-07-02,2024-07-05,7.28,retrasado,media
9154,3,352,1,2024-04-08,2024-04-08,2024-04-08,1.1,completado,media
9155,8,388,4,2024-05-09,2024-05-10,2024-05-10,3.87,completado,alta
9156,5,99,6,2024-09-17,2024-09-18,2024-09-18,4.97,completado,baja
9157,1,365,5,2025-02-19,2025-02-19,2025-02-19,0.75,completado,alta
9158,1,74,1,2025-07-24,2025-07-25,2025-07-25,6.92,"en progreso",baja
9159,5,371,3,2024-07-23,2024-07-24,2024-07-24,3.43,completado,baja
9160,11,10,6,2025-06-15,2025-06-15,2025-06-15,1.86,completado,media
9161,6,449,6,2024-10-03,2024-10-05,2024-10-05,7.88,"en progreso",media
9162,4,123,3,2025-12-05,2025-12-06,2025-12-06,3.43,completado,baja
9163,7,160,5,2025-06-16,2025-06-16,2025-06-16,0.53,completado,baja
9164,4,83,3,2024-12-10,2024-12-11,2024-12-12,3.69,retrasado,media
9165,7,134,6,2025-10-17,2025-10-17,2025-10-17,4.05,completado,baja
9166,8,266,3,2024-04-23,2024-04-24,2024-04-24,4.66,"en progreso",baja
9167,8,174,5,2025-12-04,2025-12-05,2025-12-05,5.34,completado,baja
9168,2,84,2,2025-11-30,2025-12-02,2025-12-02,6.31,completado,alta
9169,1,465,1,2024-11-08,2024-11-09,2024-11-10,2.53,retrasado,alta
9170,1,144,2,2024-07-11,2024-07-12,2024-07-12,3.37,"en progreso",alta
9171,5,108,5,2025-01-16,2025-01-17,2025-01-17,2.25,completado,media
9172,1,428,1,2024-05-08,2024-05-08,2024-05-13,1.61,retrasado,baja
9173,7,279,2,2025-01-21,2025-01-22,2025-01-22,4.55,completado,alta
9174,7,387,2,2024-12-12,2024-12-13,2024-12-13,5.12,completado,alta
9175,10,37,5,2025-05-06,2025-05-07,2025-05-07,2.41,completado,alta
9176,11,59,2,2024-11-13,2024-11-14,2024-11-14,4.62,completado,alta
9177,3,165,2,2025-09-02,2025-09-04,2025-09-04,6.74,completado,baja
9178,10,252,3,2024-11-15,2024-11-16,2024-11-16,5.57,completado,alta
9179,9,108,1,2025-10-24,2025-10-24,2025-10-24,0.66,completado,baja
9180,7,204,4,2024-08-23,2024-08-24,2024-08-24,4.13,"en progreso",baja
9181,1,406,5,2025-09-09,2025-09-09,2025-09-11,1.4,retrasado,alta
9182,9,58,4,2024-06-25,2024-06-26,2024-06-26,2.95,completado,media
9183,11,3,3,2024-09-22,2024-09-24,2024-09-24,6.82,completado,baja
9184,11,474,6,2024-09-23,2024-09-23,2024-09-23,3.15,completado,media
9185,8,330,3,2025-02-10,2025-02-11,2025-02-11,2.85,completado,media
9186,11,248,6,2025-10-26,2025-10-27,2025-10-27,4.87,completado,media
9187,6,183,2,2024-04-13,2024-04-14,2024-04-14,4.89,"en progreso",media
9188,7,480,3,2024-06-17,2024-06-17,2024-06-17,2.48,completado,baja
9189,10,155,6,2024-11-29,2024-11-29,2024-11-29,2.86,completado,baja
9190,9,172,6,2024-06-06,2024-06-07,2024-06-07,4.82,"en progreso",baja
9191,8,305,3,2025-02-14,2025-02-14,2025-02-18,2.77,retrasado,media
9192,6,210,6,2025-11-17,2025-11-19,2025-11-19,8.02,completado,baja
9193,9,140,5,2025-11-30,2025-11-30,2025-11-30,3.4,"en progreso",media
9194,7,50,3,2025-05-12,2025-05-13,2025-05-13,5.46,completado,alta
9195,4,375,6,2025-06-05,2025-06-05,2025-06-05,2.59,completado,alta
9196,2,85,5,2024-10-20,2024-10-21,2024-10-21,2.82,completado,media
9197,11,110,3,2025-10-29,2025-10-30,2025-10-30,6.58,completado,alta
9198,2,479,2,2024-03-23,2024-03-24,2024-03-24,4.99,completado,media
9199,5,354,3,2025-04-03,2025-04-04,2025-04-04,3.98,completado,alta
9200,4,470,4,2024-05-14,2024-05-15,2024-05-15,3.45,retrasado,baja
9201,5,207,5,2024-09-14,2024-09-14,2024-09-14,1.73,completado,media
9202,8,386,5,2025-11-16,2025-11-16,2025-11-21,-0.77,retrasado,alta
9203,2,30,6,2024-12-17,2024-12-18,2024-12-18,3.96,"en progreso",media
9204,6,420,1,2024-10-05,2024-10-07,2024-10-07,7.62,retrasado,alta
9205,10,455,6,2025-07-01,2025-07-02,2025-07-02,5.18,completado,baja
