fact_numero_factura,fact_id_cliente,fact_id_servicio,fact_fecha_factura,fact_fecha_vencimiento,fact_importe_facturado,fact_estado_pago
INV/330/2025,343,4,2025-01-03,2025-02-02,108.90,pagado
INV/330/2025,343,5,2025-01-03,2025-02-02,96.80,pagado
INV/3300/2024,221,4,2024-09-04,2024-10-04,108.90,pagado
INV/3300/2025,369,6,2025-11-25,2025-12-25,605.00,pagado
INV/3301/2024,53,1,2024-05-31,2024-06-30,145.20,pagado
INV/3301/2024,53,3,2024-05-31,2024-06-30,302.50,pagado
INV/3301/2025,232,2,2025-06-18,2025-07-18,121.00,pagado
INV/3301/2025,232,4,2025-06-18,2025-07-18,108.90,pagado
INV/3301/2025,232,5,2025-06-18,2025-07-18,96.80,pagado
INV/3302/2024,75,1,2024-07-18,2024-08-17,145.20,pagado
INV/3302/2024,75,3,2024-07-18,2024-08-17,302.50,pendiente
INV/3302/2024,75,5,2024-07-18,2024-08-17,96.80,pagado
INV/3302/2025,26,1,2025-04-24,2025-05-24,145.20,pagado
INV/3302/2025,26,2,2025-04-24,2025-05-24,121.00,pagado
INV/3302/2025,26,3,2025-04-24,2025-05-24,302.50,vencido
INV/3302/2025,26,6,2025-04-24,2025-05-24,605.00,vencido
INV/3303/2024,198,1,2024-05-31,2024-06-30,145.20,pagado
INV/3303/2025,179,1,2025-09-16,2025-10-16,145.20,pagado
INV/3303/2025,179,4,2025-09-16,2025-10-16,108.90,pendiente
INV/3303/2025,179,5,2025-09-16,2025-10-16,96.80,pagado
INV/3303/2025,179,6,2025-09-16,2025-10-16,605.00,pagado
INV/3304/2024,371,2,2024-02-28,2024-03-29,121.00,pagado
INV/3304/2024,371,3,2024-02-28,2024-03-29,302.50,pagado
INV/3304/2025,234,2,2025-03-31,2025-04-30,121.00,pagado
INV/3305/2024,94,2,2024-03-28,2024-04-27,121.00,vencido
INV/3305/2025,77,1,2025-05-13,2025-06-12,145.20,vencido
INV/3305/2025,77,3,2025-05-13,2025-06-12,302.50,pendiente
INV/3305/2025,77,4,2025-05-13,2025-06-12,108.90,pagado
INV/3306/2024,75,5,2024-11-15,2024-12-15,96.80,pagado
INV/3306/2024,75,6,2024-11-15,2024-12-15,605.00,pagado
INV/3306/2025,136,3,2025-03-31,2025-04-30,302.50,vencido
INV/3307/2024,27,2,2024-06-12,2024-07-12,121.00,pagado
INV/3307/2024,27,4,2024-06-12,2024-07-12,108.90,pagado
INV/3307/2024,27,5,2024-06-12,2024-07-12,96.80,pagado
INV/3307/2024,27,6,2024-06-12,2024-07-12,605.00,pagado
INV/3307/2025,69,1,2025-01-31,2025-03-02,145.20,pendiente
INV/3307/2025,69,3,2025-01-31,2025-03-02,302.50,pagado
INV/3308/2024,125,1,2024-02-23,2024-03-24,145.20,pagado
INV/3308/2024,125,3,2024-02-23,2024-03-24,302.50,pagado
INV/3308/2024,125,4,2024-02-23,2024-03-24,108.90,pagado
INV/3308/2024,125,5,2024-02-23,2024-03-24,96.80,pagado
INV/3308/2024,125,6,2024-02-23,2024-03-24,605.00,pagado
INV/3308/2025,409,3,2025-06-02,2025-07-02,302.50,pagado
INV/3308/2025,409,6,2025-06-02,2025-07-02,605.00,pagado
INV/3309/2024,369,3,2024-10-11,2024-11-10,302.50,pagado
INV/3309/2024,369,5,2024-10-11,2024-11-10,96.80,pagado
INV/3309/2025,450,2,2025-01-27,2025-02-26,121.00,pagado
INV/3309/2025,450,5,2025-01-27,2025-02-26,96.80,pagado
INV/3309/2025,450,6,2025-01-27,2025-02-26,605.00,pagado
INV/331/2024,159,1,2024-12-31,2025-01-30,145.20,pagado
INV/331/2024,159,2,2024-12-31,2025-01-30,121.00,pagado
INV/331/2025,306,1,2025-03-31,2025-04-30,145.20,pagado
INV/3310/2024,162,4,2024-02-26,2024-03-27,108.90,pagado
INV/3310/2025,242,3,2025-04-30,2025-05-30,302.50,pagado
INV/3311/2024,286,1,2024-07-24,2024-08-23,145.20,pagado
INV/3311/2024,286,4,2024-07-24,2024-08-23,108.90,pagado
INV/3311/2024,286,6,2024-07-24,2024-08-23,605.00,pagado
INV/3311/2025,409,1,2025-06-04,2025-07-04,145.20,pendiente
INV/3311/2025,409,2,2025-06-04,2025-07-04,121.00,pagado
INV/3311/2025,409,4,2025-06-04,2025-07-04,108.90,pagado
INV/3311/2025,409,5,2025-06-04,2025-07-04,96.80,pagado
INV/3311/2025,409,6,2025-06-04,2025-07-04,605.00,pendiente
INV/3312/2024,92,3,2024-02-28,2024-03-29,302.50,pagado
INV/3312/2025,333,1,2025-11-12,2025-12-12,145.20,pagado
INV/3312/2025,333,3,2025-11-12,2025-12-12,302.50,pagado
INV/3312/2025,333,6,2025-11-12,2025-12-12,605.00,pendiente
INV/3313/2024,387,2,2024-08-30,2024-09-29,121.00,pagado
INV/3313/2025,115,2,2025-10-21,2025-11-20,121.00,pagado
INV/3313/2025,115,3,2025-10-21,2025-11-20,302.50,pagado
INV/3313/2025,115,4,2025-10-21,2025-11-20,108.90,pagado
INV/3313/2025,115,5,2025-10-21,2025-11-20,96.80,pagado
INV/3313/2025,115,6,2025-10-21,2025-11-20,605.00,pendiente
INV/3314/2024,288,1,2024-12-31,2025-01-30,145.20,vencido
INV/3314/2025,83,2,2025-04-30,2025-05-30,121.00,pagado
INV/3315/2024,353,1,2024-04-26,2024-05-26,145.20,pagado
INV/3315/2024,353,2,2024-04-26,2024-05-26,121.00,pagado
INV/3315/2024,353,3,2024-04-26,2024-05-26,302.50,pagado
INV/3315/2024,353,6,2024-04-26,2024-05-26,605.00,pagado
INV/3315/2025,242,1,2025-05-30,2025-06-29,145.20,pagado
INV/3316/2024,40,1,2024-01-19,2024-02-18,145.20,pagado
INV/3316/2024,40,3,2024-01-19,2024-02-18,302.50,pagado
INV/3316/2024,40,5,2024-01-19,2024-02-18,96.80,pagado
INV/3316/2025,233,2,2025-01-13,2025-02-12,121.00,pagado
INV/3316/2025,233,3,2025-01-13,2025-02-12,302.50,vencido
INV/3316/2025,233,4,2025-01-13,2025-02-12,108.90,pagado
INV/3317/2024,479,1,2024-03-28,2024-04-27,145.20,pagado
INV/3317/2025,179,1,2025-12-02,2026-01-01,145.20,pagado
INV/3317/2025,179,2,2025-12-02,2026-01-01,121.00,pagado
INV/3317/2025,179,5,2025-12-02,2026-01-01,96.80,pagado
INV/3317/2025,179,6,2025-12-02,2026-01-01,605.00,pendiente
INV/3318/2024,164,1,2024-04-16,2024-05-16,145.20,pagado
INV/3318/2024,164,2,2024-04-16,2024-05-16,121.00,pagado
INV/3318/2024,164,3,2024-04-16,2024-05-16,302.50,pagado
INV/3318/2024,164,4,2024-04-16,2024-05-16,108.90,vencido
INV/3318/2025,97,1,2025-06-30,2025-07-30,145.20,pendiente
INV/3319/2024,138,1,2024-07-31,2024-08-30,145.20,pagado
INV/3319/2024,138,2,2024-07-31,2024-08-30,121.00,vencido
INV/3319/2025,417,4,2025-06-03,2025-07-03,108.90,pendiente
INV/3319/2025,417,5,2025-06-03,2025-07-03,96.80,pagado
INV/332/2024,75,6,2024-12-31,2025-01-30,605.00,pagado
INV/332/2025,193,1,2025-01-31,2025-03-02,145.20,pendiente
INV/332/2025,193,2,2025-01-31,2025-03-02,121.00,pagado
INV/3320/2024,91,1,2024-04-30,2024-05-30,145.20,pagado
INV/3320/2024,91,2,2024-04-30,2024-05-30,121.00,pagado
INV/3320/2025,387,1,2025-01-08,2025-02-07,145.20,vencido
INV/3320/2025,387,6,2025-01-08,2025-02-07,605.00,vencido
INV/3321/2024,413,5,2024-04-25,2024-05-25,96.80,pagado
INV/3321/2024,413,6,2024-04-25,2024-05-25,605.00,pagado
INV/3321/2025,224,1,2025-02-19,2025-03-21,145.20,vencido
INV/3321/2025,224,2,2025-02-19,2025-03-21,121.00,pagado
INV/3321/2025,224,3,2025-02-19,2025-03-21,302.50,pendiente
INV/3321/2025,224,5,2025-02-19,2025-03-21,96.80,vencido
INV/3322/2024,292,1,2024-07-31,2024-08-30,145.20,pendiente
INV/3322/2024,292,3,2024-07-31,2024-08-30,302.50,vencido
INV/3322/2025,311,5,2025-09-04,2025-10-04,96.80,pagado
INV/3323/2024,200,5,2024-02-20,2024-03-21,96.80,pagado
INV/3323/2025,170,5,2025-01-23,2025-02-22,96.80,pagado
INV/3324/2024,58,2,2024-08-07,2024-09-06,121.00,pagado
INV/3324/2024,58,3,2024-08-07,2024-09-06,302.50,pagado
INV/3324/2024,58,5,2024-08-07,2024-09-06,96.80,pagado
INV/3324/2025,363,1,2025-01-24,2025-02-23,145.20,pagado
INV/3324/2025,363,2,2025-01-24,2025-02-23,121.00,pagado
INV/3324/2025,363,3,2025-01-24,2025-02-23,302.50,pagado
INV/3324/2025,363,5,2025-01-24,2025-02-23,96.80,pagado
INV/3325/2024,427,1,2024-12-31,2025-01-30,145.20,pagado
INV/3325/2025,257,1,2025-07-17,2025-08-16,145.20,pagado
INV/3325/2025,257,2,2025-07-17,2025-08-16,121.00,pagado
INV/3325/2025,257,3,2025-07-17,2025-08-16,302.50,pendiente
INV/3325/2025,257,4,2025-07-17,2025-08-16,108.90,pagado
INV/3325/2025,257,5,2025-07-17,2025-08-16,96.80,pagado
INV/3326/2024,182,3,2024-02-28,2024-03-29,302.50,pagado
INV/3326/2025,271,1,2025-02-28,2025-03-30,145.20,pagado
INV/3326/2025,271,2,2025-02-28,2025-03-30,121.00,pagado
INV/3326/2025,271,3,2025-02-28,2025-03-30,302.50,pagado
INV/3327/2024,351,1,2024-05-31,2024-06-30,145.20,pagado
INV/3327/2024,351,2,2024-05-31,2024-06-30,121.00,pagado
INV/3327/2025,217,1,2025-06-26,2025-07-26,145.20,pagado
INV/3327/2025,217,3,2025-06-26,2025-07-26,302.50,pagado
INV/3327/2025,217,6,2025-06-26,2025-07-26,605.00,pagado
INV/3328/2024,22,1,2024-09-11,2024-10-11,145.20,pagado
INV/3328/2024,22,2,2024-09-11,2024-10-11,121.00,pagado
INV/3328/2024,22,3,2024-09-11,2024-10-11,302.50,pendiente
INV/3328/2024,22,4,2024-09-11,2024-10-11,108.90,pendiente
INV/3328/2025,465,6,2025-01-09,2025-02-08,605.00,pagado
INV/3329/2024,390,1,2024-01-19,2024-02-18,145.20,vencido
INV/3329/2024,390,2,2024-01-19,2024-02-18,121.00,vencido
INV/3329/2024,390,4,2024-01-19,2024-02-18,108.90,pagado
INV/3329/2025,303,4,2025-09-10,2025-10-10,108.90,pagado
INV/333/2024,141,1,2024-03-20,2024-04-19,145.20,vencido
INV/333/2024,141,2,2024-03-20,2024-04-19,121.00,pagado
INV/333/2024,141,4,2024-03-20,2024-04-19,108.90,vencido
INV/333/2025,101,2,2025-05-30,2025-06-29,121.00,pagado
INV/3330/2024,8,1,2024-11-29,2024-12-29,145.20,pagado
INV/3330/2025,22,1,2025-12-31,2026-01-30,145.20,pagado
INV/3331/2024,466,1,2024-04-15,2024-05-15,145.20,pagado
INV/3331/2024,466,2,2024-04-15,2024-05-15,121.00,pagado
INV/3331/2024,466,5,2024-04-15,2024-05-15,96.80,pagado
INV/3331/2025,318,2,2025-08-29,2025-09-28,121.00,pendiente
INV/3332/2024,7,1,2024-09-25,2024-10-25,145.20,vencido
INV/3332/2024,7,2,2024-09-25,2024-10-25,121.00,pagado
INV/3332/2024,7,3,2024-09-25,2024-10-25,302.50,pagado
INV/3332/2024,7,4,2024-09-25,2024-10-25,108.90,pendiente
INV/3332/2024,7,6,2024-09-25,2024-10-25,605.00,pagado
INV/3332/2025,148,1,2025-12-22,2026-01-21,145.20,pendiente
INV/3332/2025,148,2,2025-12-22,2026-01-21,121.00,pendiente
INV/3332/2025,148,3,2025-12-22,2026-01-21,302.50,pagado
INV/3332/2025,148,4,2025-12-22,2026-01-21,108.90,pagado
INV/3332/2025,148,5,2025-12-22,2026-01-21,96.80,pendiente
INV/3332/2025,148,6,2025-12-22,2026-01-21,605.00,pagado
INV/3333/2024,1,3,2024-03-28,2024-04-27,302.50,pagado
INV/3333/2025,57,2,2025-11-10,2025-12-10,121.00,pendiente
INV/3333/2025,57,3,2025-11-10,2025-12-10,302.50,pagado
INV/3333/2025,57,4,2025-11-10,2025-12-10,108.90,pagado
INV/3334/2024,23,4,2024-11-21,2024-12-21,108.90,pagado
INV/3334/2024,23,6,2024-11-21,2024-12-21,605.00,pagado
INV/3334/2025,333,1,2025-04-30,2025-05-30,145.20,pagado
INV/3335/2024,273,4,2024-07-08,2024-08-07,108.90,pagado
INV/3335/2025,201,4,2025-07-07,2025-08-06,108.90,pagado
INV/3336/2024,320,1,2024-04-11,2024-05-11,145.20,pagado
INV/3336/2024,320,6,2024-04-11,2024-05-11,605.00,pagado
INV/3336/2025,57,2,2025-11-25,2025-12-25,121.00,pendiente
INV/3336/2025,57,3,2025-11-25,2025-12-25,302.50,pendiente
INV/3336/2025,57,5,2025-11-25,2025-12-25,96.80,pagado
INV/3336/2025,57,6,2025-11-25,2025-12-25,605.00,pagado
INV/3337/2024,228,1,2024-05-17,2024-06-16,145.20,pagado
INV/3337/2024,228,2,2024-05-17,2024-06-16,121.00,pagado
INV/3337/2024,228,4,2024-05-17,2024-06-16,108.90,pagado
INV/3337/2024,228,5,2024-05-17,2024-06-16,96.80,pagado
INV/3337/2025,279,5,2025-12-02,2026-01-01,96.80,pendiente
INV/3337/2025,279,6,2025-12-02,2026-01-01,605.00,pendiente
INV/3338/2024,335,1,2024-05-31,2024-06-30,145.20,pagado
INV/3338/2024,335,2,2024-05-31,2024-06-30,121.00,pagado
INV/3338/2025,255,1,2025-12-02,2026-01-01,145.20,pagado
INV/3338/2025,255,2,2025-12-02,2026-01-01,121.00,pagado
INV/3338/2025,255,3,2025-12-02,2026-01-01,302.50,pagado
INV/3338/2025,255,5,2025-12-02,2026-01-01,96.80,pagado
INV/3338/2025,255,6,2025-12-02,2026-01-01,605.00,pendiente
INV/3339/2024,362,3,2024-04-30,2024-05-30,302.50,pagado
INV/3339/2025,412,2,2025-08-21,2025-09-20,121.00,pagado
INV/3339/2025,412,4,2025-08-21,2025-09-20,108.90,pagado
INV/334/2024,450,2,2024-08-14,2024-09-13,121.00,pagado
INV/334/2024,450,6,2024-08-14,2024-09-13,605.00,pagado
INV/334/2025,158,1,2025-12-31,2026-01-30,145.20,pendiente
INV/3340/2024,409,2,2024-06-25,2024-07-25,121.00,pagado
INV/3340/2024,409,3,2024-06-25,2024-07-25,302.50,pagado
INV/3340/2024,409,5,2024-06-25,2024-07-25,96.80,pagado
INV/3340/2025,105,1,2025-10-17,2025-11-16,145.20,pagado
INV/3340/2025,105,2,2025-10-17,2025-11-16,121.00,pagado
INV/3340/2025,105,3,2025-10-17,2025-11-16,302.50,pagado
INV/3340/2025,105,5,2025-10-17,2025-11-16,96.80,pagado
INV/3340/2025,105,6,2025-10-17,2025-11-16,605.00,pendiente
INV/3341/2024,255,1,2024-01-05,2024-02-04,145.20,pagado
INV/3341/2024,255,2,2024-01-05,2024-02-04,121.00,pagado
INV/3341/2024,255,3,2024-01-05,2024-02-04,302.50,pagado
INV/3341/2024,255,4,2024-01-05,2024-02-04,108.90,pagado
INV/3341/2024,255,5,2024-01-05,2024-02-04,96.80,vencido
INV/3341/2024,255,6,2024-01-05,2024-02-04,605.00,pagado
INV/3341/2025,279,5,2025-03-25,2025-04-24,96.80,pagado
INV/3341/2025,279,6,2025-03-25,2025-04-24,605.00,pagado
INV/3342/2024,27,4,2024-12-31,2025-01-30,108.90,vencido
INV/3342/2025,424,3,2025-12-31,2026-01-30,302.50,pagado
INV/3343/2024,215,2,2024-09-30,2024-10-30,121.00,pendiente
INV/3343/2024,215,3,2024-09-30,2024-10-30,302.50,pagado
INV/3343/2025,320,3,2025-07-25,2025-08-24,302.50,pendiente
INV/3343/2025,320,4,2025-07-25,2025-08-24,108.90,pendiente
INV/3343/2025,320,6,2025-07-25,2025-08-24,605.00,pagado
INV/3344/2024,149,4,2024-12-26,2025-01-25,108.90,pagado
INV/3344/2024,149,6,2024-12-26,2025-01-25,605.00,pagado
INV/3344/2025,191,1,2025-06-30,2025-07-30,145.20,pendiente
INV/3344/2025,191,3,2025-06-30,2025-07-30,302.50,pagado
INV/3345/2024,233,1,2024-05-14,2024-06-13,145.20,pagado
INV/3345/2024,233,3,2024-05-14,2024-06-13,302.50,pendiente
INV/3345/2024,233,6,2024-05-14,2024-06-13,605.00,pagado
INV/3345/2025,43,2,2025-08-29,2025-09-28,121.00,pagado
INV/3346/2024,257,1,2024-08-30,2024-09-29,145.20,vencido
INV/3346/2024,257,3,2024-08-30,2024-09-29,302.50,pagado
INV/3346/2025,181,1,2025-02-28,2025-03-30,145.20,pendiente
INV/3346/2025,181,3,2025-02-28,2025-03-30,302.50,pagado
INV/3347/2024,311,3,2024-08-19,2024-09-18,302.50,pagado
INV/3347/2024,311,5,2024-08-19,2024-09-18,96.80,pagado
INV/3347/2024,311,6,2024-08-19,2024-09-18,605.00,pagado
INV/3347/2025,437,1,2025-03-07,2025-04-06,145.20,pagado
INV/3347/2025,437,2,2025-03-07,2025-04-06,121.00,pendiente
INV/3347/2025,437,3,2025-03-07,2025-04-06,302.50,pagado
INV/3347/2025,437,4,2025-03-07,2025-04-06,108.90,pagado
INV/3348/2024,144,2,2024-03-28,2024-04-27,121.00,pagado
INV/3348/2024,144,6,2024-03-28,2024-04-27,605.00,pagado
INV/3348/2025,413,2,2025-02-06,2025-03-08,121.00,pagado
INV/3348/2025,413,6,2025-02-06,2025-03-08,605.00,pagado
INV/3349/2024,304,5,2024-11-15,2024-12-15,96.80,pagado
INV/3349/2025,145,1,2025-05-30,2025-06-29,145.20,pagado
INV/335/2024,465,2,2024-10-25,2024-11-24,121.00,pagado
INV/335/2024,465,4,2024-10-25,2024-11-24,108.90,pagado
INV/335/2024,465,6,2024-10-25,2024-11-24,605.00,pagado
INV/335/2025,369,1,2025-12-22,2026-01-21,145.20,pagado
INV/335/2025,369,2,2025-12-22,2026-01-21,121.00,pendiente
INV/335/2025,369,3,2025-12-22,2026-01-21,302.50,pagado
INV/335/2025,369,4,2025-12-22,2026-01-21,108.90,pagado
INV/335/2025,369,5,2025-12-22,2026-01-21,96.80,pendiente
INV/335/2025,369,6,2025-12-22,2026-01-21,605.00,pagado
INV/3350/2024,284,3,2024-03-28,2024-04-27,302.50,pagado
INV/3350/2025,44,1,2025-09-30,2025-10-30,145.20,pagado
INV/3351/2024,321,2,2024-10-31,2024-11-30,121.00,vencido
INV/3351/2024,321,3,2024-10-31,2024-11-30,302.50,vencido
INV/3351/2025,345,1,2025-11-28,2025-12-28,145.20,pagado
INV/3351/2025,345,2,2025-11-28,2025-12-28,121.00,pendiente
INV/3351/2025,345,3,2025-11-28,2025-12-28,302.50,pendiente
INV/3352/2024,126,2,2024-07-31,2024-08-30,121.00,pagado
INV/3352/2025,60,1,2025-03-31,2025-04-30,145.20,pagado
INV/3353/2024,435,2,2024-07-31,2024-08-30,121.00,pagado
INV/3353/2025,420,6,2025-07-01,2025-07-31,605.00,pagado
INV/3354/2024,13,1,2024-07-31,2024-08-30,145.20,pagado
INV/3354/2025,435,2,2025-05-30,2025-06-29,121.00,pagado
INV/3355/2024,153,1,2024-10-31,2024-11-30,145.20,pagado
INV/3355/2024,153,3,2024-10-31,2024-11-30,302.50,pagado
INV/3355/2025,357,1,2025-12-18,2026-01-17,145.20,pagado
INV/3355/2025,357,2,2025-12-18,2026-01-17,121.00,pendiente
INV/3355/2025,357,3,2025-12-18,2026-01-17,302.50,pagado
INV/3355/2025,357,5,2025-12-18,2026-01-17,96.80,pagado
INV/3356/2024,369,1,2024-04-19,2024-05-19,145.20,pagado
INV/3356/2024,369,5,2024-04-19,2024-05-19,96.80,pendiente
INV/3356/2024,369,6,2024-04-19,2024-05-19,605.00,pagado
INV/3356/2025,255,6,2025-10-29,2025-11-28,605.00,pagado
INV/3357/2024,412,2,2024-08-30,2024-09-29,121.00,pagado
INV/3357/2025,27,3,2025-04-30,2025-05-30,302.50,pagado
INV/3358/2024,144,1,2024-11-19,2024-12-19,145.20,pagado
INV/3358/2024,144,4,2024-11-19,2024-12-19,108.90,pagado
INV/3358/2025,421,1,2025-04-14,2025-05-14,145.20,pagado
INV/3358/2025,421,2,2025-04-14,2025-05-14,121.00,pagado
INV/3358/2025,421,3,2025-04-14,2025-05-14,302.50,pagado
INV/3358/2025,421,4,2025-04-14,2025-05-14,108.90,pagado
INV/3358/2025,421,5,2025-04-14,2025-05-14,96.80,pagado
INV/3358/2025,421,6,2025-04-14,2025-05-14,605.00,pagado
INV/3359/2024,443,1,2024-02-16,2024-03-17,145.20,vencido
INV/3359/2024,443,2,2024-02-16,2024-03-17,121.00,pagado
INV/3359/2024,443,3,2024-02-16,2024-03-17,302.50,pagado
INV/3359/2024,443,5,2024-02-16,2024-03-17,96.80,pagado
INV/3359/2025,238,3,2025-03-10,2025-04-09,302.50,pagado
INV/3359/2025,238,5,2025-03-10,2025-04-09,96.80,pagado
INV/3359/2025,238,6,2025-03-10,2025-04-09,605.00,pagado
INV/336/2024,217,3,2024-01-17,2024-02-16,302.50,pagado
INV/336/2024,217,4,2024-01-17,2024-02-16,108.90,pagado
INV/336/2024,217,5,2024-01-17,2024-02-16,96.80,pagado
INV/336/2024,217,6,2024-01-17,2024-02-16,605.00,pagado
INV/336/2025,244,1,2025-08-26,2025-09-25,145.20,pendiente
INV/336/2025,244,2,2025-08-26,2025-09-25,121.00,pagado
INV/336/2025,244,3,2025-08-26,2025-09-25,302.50,pagado
INV/336/2025,244,6,2025-08-26,2025-09-25,605.00,pagado
INV/3360/2024,411,2,2024-07-31,2024-08-30,121.00,pagado
INV/3360/2025,146,1,2025-01-03,2025-02-02,145.20,pagado
INV/3360/2025,146,3,2025-01-03,2025-02-02,302.50,pagado
INV/3360/2025,146,4,2025-01-03,2025-02-02,108.90,pagado
INV/3361/2024,366,2,2024-07-31,2024-08-30,121.00,pagado
INV/3361/2025,229,3,2025-07-31,2025-08-30,302.50,pagado
INV/3362/2024,31,2,2024-02-22,2024-03-23,121.00,pendiente
INV/3362/2024,31,3,2024-02-22,2024-03-23,302.50,pagado
INV/3362/2024,31,4,2024-02-22,2024-03-23,108.90,pagado
INV/3362/2025,383,4,2025-03-12,2025-04-11,108.90,pagado
INV/3362/2025,383,6,2025-03-12,2025-04-11,605.00,pagado
INV/3363/2024,311,1,2024-11-28,2024-12-28,145.20,pagado
INV/3363/2024,311,2,2024-11-28,2024-12-28,121.00,pagado
INV/3363/2024,311,4,2024-11-28,2024-12-28,108.90,pagado
INV/3363/2024,311,5,2024-11-28,2024-12-28,96.80,pagado
INV/3363/2025,207,2,2025-01-03,2025-02-02,121.00,pagado
INV/3363/2025,207,4,2025-01-03,2025-02-02,108.90,pagado
INV/3364/2024,263,2,2024-11-22,2024-12-22,121.00,vencido
INV/3364/2024,263,4,2024-11-22,2024-12-22,108.90,pagado
INV/3364/2024,263,5,2024-11-22,2024-12-22,96.80,pagado
INV/3364/2025,313,1,2025-02-20,2025-03-22,145.20,pendiente
INV/3364/2025,313,2,2025-02-20,2025-03-22,121.00,pagado
INV/3364/2025,313,5,2025-02-20,2025-03-22,96.80,pagado
INV/3364/2025,313,6,2025-02-20,2025-03-22,605.00,pagado
INV/3365/2024,352,1,2024-03-08,2024-04-07,145.20,pagado
INV/3365/2024,352,3,2024-03-08,2024-04-07,302.50,pagado
INV/3365/2024,352,4,2024-03-08,2024-04-07,108.90,pagado
INV/3365/2024,352,5,2024-03-08,2024-04-07,96.80,pagado
INV/3365/2024,352,6,2024-03-08,2024-04-07,605.00,pagado
INV/3365/2025,432,2,2025-06-03,2025-07-03,121.00,pendiente
INV/3365/2025,432,6,2025-06-03,2025-07-03,605.00,pendiente
INV/3366/2024,320,6,2024-01-12,2024-02-11,605.00,pagado
INV/3366/2025,412,3,2025-10-09,2025-11-08,302.50,pagado
INV/3366/2025,412,4,2025-10-09,2025-11-08,108.90,pendiente
INV/3366/2025,412,5,2025-10-09,2025-11-08,96.80,pagado
INV/3367/2024,450,6,2024-07-23,2024-08-22,605.00,vencido
INV/3367/2025,370,1,2025-05-20,2025-06-19,145.20,pagado
INV/3367/2025,370,6,2025-05-20,2025-06-19,605.00,pagado
INV/3368/2024,438,3,2024-07-31,2024-08-30,302.50,pagado
INV/3368/2025,284,3,2025-08-21,2025-09-20,302.50,pagado
INV/3368/2025,284,5,2025-08-21,2025-09-20,96.80,pendiente
INV/3369/2024,268,2,2024-08-30,2024-09-29,121.00,pagado
INV/3369/2025,154,1,2025-09-18,2025-10-18,145.20,pagado
INV/3369/2025,154,2,2025-09-18,2025-10-18,121.00,pagado
INV/3369/2025,154,3,2025-09-18,2025-10-18,302.50,pagado
INV/3369/2025,154,4,2025-09-18,2025-10-18,108.90,pendiente
INV/337/2024,478,6,2024-02-05,2024-03-06,605.00,pagado
INV/337/2025,298,3,2025-04-30,2025-05-30,302.50,pagado
INV/3370/2024,294,1,2024-07-31,2024-08-30,145.20,pagado
INV/3370/2024,294,2,2024-07-31,2024-08-30,121.00,pagado
INV/3370/2025,420,3,2025-12-15,2026-01-14,302.50,pagado
INV/3370/2025,420,6,2025-12-15,2026-01-14,605.00,pagado
INV/3371/2024,210,1,2024-04-30,2024-05-30,145.20,pagado
INV/3371/2024,210,2,2024-04-30,2024-05-30,121.00,pagado
INV/3371/2025,480,5,2025-10-14,2025-11-13,96.80,pendiente
INV/3372/2024,443,3,2024-04-30,2024-05-30,302.50,pagado
INV/3372/2025,246,5,2025-06-23,2025-07-23,96.80,pagado
INV/3373/2024,270,2,2024-07-31,2024-08-30,121.00,pagado
INV/3373/2025,338,1,2025-02-13,2025-03-15,145.20,pagado
INV/3373/2025,338,3,2025-02-13,2025-03-15,302.50,pagado
INV/3373/2025,338,4,2025-02-13,2025-03-15,108.90,pagado
INV/3373/2025,338,5,2025-02-13,2025-03-15,96.80,pagado
INV/3374/2024,432,1,2024-06-25,2024-07-25,145.20,pendiente
INV/3374/2024,432,3,2024-06-25,2024-07-25,302.50,pagado
INV/3374/2024,432,6,2024-06-25,2024-07-25,605.00,vencido
INV/3374/2025,398,1,2025-06-10,2025-07-10,145.20,pagado
INV/3374/2025,398,2,2025-06-10,2025-07-10,121.00,pendiente
INV/3374/2025,398,4,2025-06-10,2025-07-10,108.90,pagado
INV/3374/2025,398,5,2025-06-10,2025-07-10,96.80,pendiente
INV/3375/2024,463,1,2024-06-25,2024-07-25,145.20,pagado
INV/3375/2024,463,6,2024-06-25,2024-07-25,605.00,pagado
INV/3375/2025,168,1,2025-06-20,2025-07-20,145.20,pagado
INV/3375/2025,168,2,2025-06-20,2025-07-20,121.00,pagado
INV/3375/2025,168,3,2025-06-20,2025-07-20,302.50,pagado
INV/3375/2025,168,5,2025-06-20,2025-07-20,96.80,pagado
INV/3376/2024,10,2,2024-12-31,2025-01-30,121.00,pagado
INV/3376/2025,35,6,2025-10-09,2025-11-08,605.00,pagado
INV/3377/2024,414,1,2024-03-12,2024-04-11,145.20,vencido
INV/3377/2024,414,3,2024-03-12,2024-04-11,302.50,pagado
INV/3377/2024,414,4,2024-03-12,2024-04-11,108.90,vencido
INV/3377/2025,351,2,2025-05-05,2025-06-04,121.00,pagado
INV/3377/2025,351,4,2025-05-05,2025-06-04,108.90,pagado
INV/3378/2024,25,2,2024-09-30,2024-10-30,121.00,vencido
INV/3378/2025,148,1,2025-08-13,2025-09-12,145.20,pendiente
INV/3378/2025,148,4,2025-08-13,2025-09-12,108.90,pagado
INV/3378/2025,148,5,2025-08-13,2025-09-12,96.80,pagado
INV/3378/2025,148,6,2025-08-13,2025-09-12,605.00,pagado
INV/3379/2024,385,1,2024-01-18,2024-02-17,145.20,pagado
INV/3379/2024,385,2,2024-01-18,2024-02-17,121.00,vencido
